"","tempo","imode"
"180",1.79,74.6710788212098
"181",1.8,75.4344918072761
"182",1.81,76.2033119904067
"183",1.82,76.977523199698
"184",1.83,77.7571077850245
"185",1.84,78.542046591826
"186",1.85,79.3323189360021
"187",1.86,80.1279025789315
"188",1.87,80.9287737026379
"189",1.88,81.7349068851207
"190",1.89,82.5462750758719
"191",1.9,83.3628495715997
"192",1.91,84.1845999921812
"193",1.92,85.0114942568648
"194",1.93,85.8434985607455
"195",1.94,86.6805773515357
"196",1.95,87.5226933066546
"197",1.96,88.3698073106598
"198",1.97,89.2218784330453
"199",1.98,90.0788639064297
"200",1.99,90.9407191051607
"201",2,91.8073975243588
"202",2.01,92.6788507594286
"203",2.02,93.5550284860603
"204",2.03,94.4358784407501
"205",2.04,95.3213464018644
"206",2.05,96.2113761712752
"207",2.06,97.1059095565924
"208",2.07,98.004886354022
"209",2.08,98.9082443318759
"210",2.09,99.8159192147613
"211",2.1,100.727844668477
"212",2.11,101.643952285646
"213",2.12,102.564171572108
"214",2.13,103.488429934108
"215",2.14,104.416652666295
"216",2.15,105.348762940576
"217",2.16,106.28468179584
"218",2.17,107.224328128583
"219",2.18,108.167618684466
"220",2.19,109.114468050829
"221",2.2,110.06478865019
"222",2.21,111.018490734757
"223",2.22,111.975482381978
"224",2.23,112.935669491156
"225",2.24,113.89895578116
"226",2.25,114.865242789253
"227",2.26,115.834429871057
"228",2.27,116.806414201699
"229",2.28,117.78109077814
"230",2.29,118.75835242273
"231",2.3,119.738089787998
"232",2.31,120.72019136271
"233",2.32,121.704543479213
"234",2.33,122.691030322089
"235",2.34,123.679533938132
"236",2.35,124.669934247685
"237",2.36,125.662109057336
"238",2.37,126.655934074002
"239",2.38,127.651282920427
"240",2.39,128.648027152088
"241",2.4,129.646036275543
"242",2.41,130.645177768234
"243",2.42,131.645317099748
"244",2.43,132.646317754556
"245",2.44,133.648041256242
"246",2.45,134.650347193222
"247",2.46,135.653093245983
"248",2.47,136.656135215816
"249",2.48,137.659327055084
"250",2.49,138.662520899006
"251",2.5,139.665567098969
"252",2.51,140.668314257364
"253",2.52,141.67060926396
"254",2.53,142.672297333798
"255",2.54,143.673222046607
"256",2.55,144.67322538775
"257",2.56,145.672147790672
"258",2.57,146.669828180863
"259",2.58,147.666104021315
"260",2.59,148.660811359464
"261",2.6,149.653784875604
"262",2.61,150.644857932769
"263",2.62,151.633862628045
"264",2.63,152.620629845317
"265",2.64,153.60498930942
"266",2.65,154.586769641673
"267",2.66,155.565798416777
"268",2.67,156.541902221043
"269",2.68,157.514906711946
"270",2.69,158.484636678945
"271",2.7,159.450916105564
"272",2.71,160.413568232695
"273",2.72,161.372415623084
"274",2.73,162.327280226974
"275",2.74,163.277983448861
"276",2.75,164.224346215331
"277",2.76,165.166189043929
"278",2.77,166.103332113029
"279",2.78,167.03559533266
"280",2.79,167.962798416229
"281",2.8,168.88476095312
"282",2.81,169.801302482097
"283",2.82,170.712242565477
"284",2.83,171.617400864018
"285",2.84,172.516597212472
"286",2.85,173.409651695743
"287",2.86,174.296384725606
"288",2.87,175.176617117926
"289",2.88,176.05017017032
"290",2.89,176.916865740206
"291",2.9,177.776526323181
"292",2.91,178.628975131666
"293",2.92,179.474036173764
"294",2.93,180.311534332258
"295",2.94,181.141295443702
"296",2.95,181.963146377529
"297",2.96,182.776915115129
"298",2.97,183.582430828809
"299",2.98,184.379523960601
"300",2.99,185.168026300828
"301",3,185.947771066385
"302",3.01,186.718592978647
"303",3.02,187.480328340966
"304",3.03,188.23281511567
"305",3.04,188.97589300051
"306",3.05,189.709403504491
"307",3.06,190.433190023024
"308",3.07,191.147097912323
"309",3.08,191.850974563002
"310",3.09,192.544669472798
"311",3.1,193.228034318358
"312",3.11,193.900923026034
"313",3.12,194.563191841622
"314",3.13,195.214699398983
"315",3.14,195.855306787491
"316",3.15,196.484877618254
"317",3.16,197.103278089036
"318",3.17,197.710377047842
"319",3.18,198.306046055107
"320",3.19,198.890159444424
"321",3.2,199.462594381775
"322",3.21,200.023230923212
"323",3.22,200.571952070927
"324",3.23,201.108643827684
"325",3.24,201.633195249547
"326",3.25,202.145498496876
"327",3.26,202.645448883546
"328",3.27,203.132944924341
"329",3.28,203.607888380493
"330",3.29,204.070184303326
"331",3.3,204.519741075979
"332",3.31,204.956470453158
"333",3.32,205.380287598909
"334",3.33,205.791111122365
"335",3.34,206.188863111453
"336",3.35,206.573469164532
"337",3.36,206.944858419943
"338",3.37,207.302963583451
"339",3.38,207.647720953557
"340",3.39,207.979070444677
"341",3.4,208.296955608156
"342",3.41,208.601323651134
"343",3.42,208.892125453222
"344",3.43,209.169315581017
"345",3.44,209.432852300421
"346",3.45,209.682697586787
"347",3.46,209.918817132877
"348",3.47,210.141180354641
"349",3.48,210.349760394821
"350",3.49,210.544534124393
"351",3.5,210.725482141843
"352",3.51,210.892588770299
"353",3.52,211.045842052537
"354",3.53,211.185233743861
"355",3.54,211.310759302885
"356",3.55,211.422417880242
"357",3.56,211.520212305227
"358",3.57,211.604149070408
"359",3.58,211.674238314228
"360",3.59,211.730493801626
"361",3.6,211.772932902698
"362",3.61,211.801576569445
"363",3.62,211.816449310621
"364",3.63,211.81757916473
"365",3.64,211.804997671193
"366",3.65,211.778739839743
"367",3.66,211.73884411806
"368",3.67,211.685352357702
"369",3.68,211.618309778373
"370",3.69,211.537764930562
"371",3.7,211.443769656599
"372",3.71,211.336379050176
"373",3.72,211.215651414371
"374",3.73,211.081648218226
"375",3.74,210.93443405193
"376",3.75,210.774076580639
"377",3.76,210.600646497001
"378",3.77,210.414217472419
"379",3.78,210.214866107115
"380",3.79,210.002671879032
"381",3.8,209.777717091631
"382",3.81,209.540086820643
"383",3.82,209.289868859804
"384",3.83,209.02715366565
"385",3.84,208.752034301408
"386",3.85,208.464606380038
"387",3.86,208.164968006482
"388",3.87,207.853219719162
"389",3.88,207.529464430799
"390",3.89,207.193807368574
"391",3.9,206.846356013715
"392",3.91,206.487220040534
"393",3.92,206.116511254984
"394",3.93,205.734343532781
"395",3.94,205.340832757129
"396",3.95,204.936096756119
"397",3.96,204.520255239836
"398",3.97,204.093429737229
"399",3.98,203.655743532783
"400",3.99,203.20732160306
"401",4,202.748290553132
"402",4.01,202.278778552968
"403",4.02,201.798915273815
"404",4.03,201.308831824617
"405",4.04,200.808660688521
"406",4.05,200.2985356595
"407",4.06,199.778591779147
"408",4.07,199.248965273682
"409",4.08,198.709793491199
"410",4.09,198.161214839205
"411",4.1,197.603368722482
"412",4.11,197.03639548131
"413",4.12,196.460436330093
"414",4.13,195.875633296412
"415",4.14,195.282129160546
"416",4.15,194.680067395498
"417",4.16,194.069592107542
"418",4.17,193.450847977343
"419",4.18,192.82398020166
"420",4.19,192.189134435673
"421",4.2,191.546456735954
"422",4.21,190.896093504115
"423",4.22,190.238191431149
"424",4.23,189.572897442496
"425",4.24,188.900358643854
"426",4.25,188.220722267755
"427",4.26,187.534135620929
"428",4.27,186.840746032472
"429",4.28,186.14070080284
"430",4.29,185.434147153688
"431",4.3,184.721232178561
"432",4.31,184.002102794462
"433",4.32,183.276905694305
"434",4.33,182.545787300271
"435",4.34,181.808893718075
"436",4.35,181.06637069215
"437",4.36,180.318363561775
"438",4.37,179.565017218135
"439",4.38,178.806476062335
"440",4.39,178.042883964371
"441",4.4,177.274384223061
"442",4.41,176.501119526949
"443",4.42,175.723231916173
"444",4.43,174.940862745318
"445",4.44,174.154152647241
"446",4.45,173.363241497874
"447",4.46,172.568268382017
"448",4.47,171.7693715601
"449",4.48,170.966688435935
"450",4.49,170.160355525436
"451",4.5,169.350508426328
"452",4.51,168.53728178882
"453",4.52,167.720809287249
"454",4.53,166.901223592695
"455",4.54,166.078656346551
"456",4.55,165.253238135051
"457",4.56,164.425098464749
"458",4.57,163.594365738936
"459",4.58,162.761167234999
"460",4.59,161.925629082701
"461",4.6,161.087876243385
"462",4.61,160.24803249009
"463",4.62,159.406220388562
"464",4.63,158.562561279169
"465",4.64,157.717175259686
"466",4.65,156.870181168959
"467",4.66,156.02169657143
"468",4.67,155.171837742512
"469",4.68,154.320719654798
"470",4.69,153.468455965104
"471",4.7,152.615159002324
"472",4.71,151.760939756086
"473",4.72,150.905907866203
"474",4.73,150.050171612896
"475",4.74,149.193837907785
"476",4.75,148.337012285633
"477",4.76,147.479798896824
"478",4.77,146.622300500566
"479",4.78,145.764618458811
"480",4.79,144.906852730866
"481",4.8,144.049101868687
"482",4.81,143.191463012847
"483",4.82,142.334031889158
"484",4.83,141.476902805934
"485",4.84,140.620168651877
"486",4.85,139.763920894583
"487",4.86,138.908249579643
"488",4.87,138.05324333033
"489",4.88,137.198989347853
"490",4.89,136.345573412171
"491",4.9,135.49307988335
"492",4.91,134.641591703442
"493",4.92,133.791190398883
"494",4.93,132.941956083387
"495",4.94,132.093967461333
"496",4.95,131.247301831612
"497",4.96,130.402035091943
"498",4.97,129.558241743628
"499",4.98,128.715994896739
"500",4.99,127.875366275721
"501",5,127.036426225403
"502",5.01,126.19924371739
"503",5.02,125.363886356849
"504",5.03,124.530420389641
"505",5.04,123.698910709817
"506",5.05,122.869420867449
"507",5.06,122.042013076789
"508",5.07,121.216748224739
"509",5.08,120.393685879625
"510",5.09,119.572884300262
"511",5.1,118.754400445295
"512",5.11,117.938289982805
"513",5.12,117.124607300174
"514",5.13,116.313405514192
"515",5.14,115.504736481391
"516",5.15,114.698650808609
"517",5.16,113.895197863756
"518",5.17,113.094425786787
"519",5.18,112.296381500862
"520",5.19,111.501110723682
"521",5.2,110.708657978999
"522",5.21,109.919066608283
"523",5.22,109.132378782539
"524",5.23,108.348635514269
"525",5.24,107.567876669556
"526",5.25,106.790140980278
"527",5.26,106.015466056433
"528",5.27,105.243888398572
"529",5.28,104.475443410318
"530",5.29,103.710165410987
"531",5.3,102.948087648281
"532",5.31,102.189242311053
"533",5.32,101.433660542139
"534",5.33,100.681372451251
"535",5.34,99.9324071279076
"536",5.35,99.1867926544242
"537",5.36,98.4445561189247
"538",5.37,97.7057236283909
"539",5.38,96.9703203217317
"540",5.39,96.2383703828692
"541",5.4,95.5098970538359
"542",5.41,94.7849226478749
"543",5.42,94.0634685625403
"544",5.43,93.3455552927892
"545",5.44,92.6312024440623
"546",5.45,91.920428745347
"547",5.46,91.213252062216
"548",5.47,90.509689409841
"549",5.48,89.8097569659712
"550",5.49,89.1134700838771
"551",5.5,88.4208433052512
"552",5.51,87.7318903730642
"553",5.52,87.0466242443701
"554",5.53,86.365057103059
"555",5.54,85.6872003725512
"556",5.55,85.0130647284302
"557",5.56,84.342660111011
"558",5.57,83.6759957378409
"559",5.58,83.0130801161274
"560",5.59,82.3539210550928
"561",5.6,81.6985256782506
"562",5.61,81.0469004356024
"563",5.62,80.3990511157503
"564",5.63,79.754982857925
"565",5.64,79.1147001639254
"566",5.65,78.4782069099668
"567",5.66,77.8455063584382
"568",5.67,77.216601169563
"569",5.68,76.5914934129637
"570",5.69,75.9701845791283
"571",5.7,75.3526755907756
"572",5.71,74.7389668141183
"573",5.72,74.1290580700226
"574",5.73,73.5229486450627
"575",5.74,72.9206373024686
"576",5.75,72.322122292966
"577",5.76,71.7274013655066
"578",5.77,71.1364717778895
"579",5.78,70.5493303072703
"580",5.79,69.9659732605581
"581",5.8,69.3863964847004
"582",5.81,68.8105953768533
"583",5.82,68.2385648944381
"584",5.83,67.6702995650819
"585",5.84,67.1057934964436
"586",5.85,66.545040385923
"587",5.86,65.9880335302543
"588",5.87,65.4347658349818
"589",5.88,64.8852298238194
"590",5.89,64.3394176478924
"591",5.9,63.7973210948617
"592",5.91,63.2589315979314
"593",5.92,62.7242402447374
"594",5.93,62.1932377861197
"595",5.94,61.6659146447768
"596",5.95,61.1422609238029
"597",5.96,60.6222664151074
"598",5.97,60.1059206077186
"599",5.98,59.5932126959694
"600",5.99,59.084131587568
"601",6,58.5786659115512
"602",6.01,58.0768040261236
"603",6.02,57.5785340263803
"604",6.03,57.0838437519159
"605",6.04,56.5927207943186
"606",6.05,56.1051525045512
"607",6.06,55.6211260002186
"608",6.07,55.1406281727234
"609",6.08,54.6636456943088
"610",6.09,54.1901650249913
"611",6.1,53.720172419382
"612",6.11,53.2536539333994
"613",6.12,52.7905954308715
"614",6.13,52.3309825900311
"615",6.14,51.8748009099031
"616",6.15,51.422035716585
"617",6.16,50.9726721694218
"618",6.17,50.5266952670758
"619",6.18,50.0840898534925
"620",6.19,49.6448406237629
"621",6.2,49.2089321298841
"622",6.21,48.7763487864176
"623",6.22,48.347074876048
"624",6.23,47.9210945550416
"625",6.24,47.4983918586067
"626",6.25,47.0789507061557
"627",6.26,46.6627549064717
"628",6.27,46.249788162778
"629",6.28,45.8400340777141
"630",6.29,45.433476158217
"631",6.3,45.030097820311
"632",6.31,44.6298823938046
"633",6.32,44.2328131268974
"634",6.33,43.8388731906975
"635",6.34,43.4480456836497
"636",6.35,43.0603136358769
"637",6.36,42.6756600134341
"638",6.37,42.2940677224775
"639",6.38,41.9155196133488
"640",6.39,41.5399984845764
"641",6.4,41.1674870867938
"642",6.41,40.7979681265769
"643",6.42,40.4314242702007
"644",6.43,40.0678381473172
"645",6.44,39.7071923545545
"646",6.45,39.349469459039
"647",6.46,38.9946520018414
"648",6.47,38.6427225013473
"649",6.48,38.2936634565539
"650",6.49,37.9474573502939
"651",6.5,37.6040866523861
"652",6.51,37.2635338227167
"653",6.52,36.9257813142489
"654",6.53,36.5908115759645
"655",6.54,36.2586070557368
"656",6.55,35.9291502031372
"657",6.56,35.6024234721745
"658",6.57,35.2784093239705
"659",6.58,34.9570902293708
"660",6.59,34.6384486714918
"661",6.6,34.3224671482071
"662",6.61,34.0091281745715
"663",6.62,33.6984142851848
"664",6.63,33.3903080364968
"665",6.64,33.0847920090536
"666",6.65,32.7818488096866
"667",6.66,32.4814610736446
"668",6.67,32.1836114666711
"669",6.68,31.8882826870256
"670",6.69,31.5954574674525
"671",6.7,31.3051185770961
"672",6.71,31.0172488233642
"673",6.72,30.7318310537398
"674",6.73,30.4488481575433
"675",6.74,30.1682830676449
"676",6.75,29.890118762128
"677",6.76,29.6143382659059
"678",6.77,29.3409246522905
"679",6.78,29.0698610445152
"680",6.79,28.8011306172134
"681",6.8,28.534716597851
"682",6.81,28.2706022681161
"683",6.82,28.0087709652663
"684",6.83,27.7492060834325
"685",6.84,27.4918910748827
"686",6.85,27.2368094512442
"687",6.86,26.9839447846866
"688",6.87,26.7332807090654
"689",6.88,26.4848009210272
"690",6.89,26.2384891810777
"691",6.9,25.9943293146119
"692",6.91,25.7523052129089
"693",6.92,25.5124008340908
"694",6.93,25.2746002040467
"695",6.94,25.0388874173226
"696",6.95,24.805246637978
"697",6.96,24.5736621004093
"698",6.97,24.3441181101409
"699",6.98,24.1165990445858
"700",6.99,23.8910893537737
"701",7,23.6675735610499
"702",7.01,23.4460362637443
"703",7.02,23.2264621338113
"704",7.03,23.0088359184409
"705",7.04,22.7931424406424
"706",7.05,22.5793665998005
"707",7.06,22.3674933722048
"708",7.07,22.1575078115531
"709",7.08,21.9493950494289
"710",7.09,21.7431402957543
"711",7.1,21.5387288392177
"712",7.11,21.3361460476782
"713",7.12,21.1353773685461
"714",7.13,20.9364083291404
"715",7.14,20.7392245370242
"716",7.15,20.5438116803179
"717",7.16,20.3501555279908
"718",7.17,20.1582419301319
"719",7.18,19.9680568182006
"720",7.19,19.7795862052562
"721",7.2,19.5928161861695
"722",7.21,19.4077329378135
"723",7.22,19.2243227192365
"724",7.23,19.0425718718172
"725",7.24,18.8624668194008
"726",7.25,18.6839940684188
"727",7.26,18.5071402079915
"728",7.27,18.3318919100135
"729",7.28,18.1582359292239
"730",7.29,17.98615910326
"731",7.3,17.8156483526957
"732",7.31,17.6466906810654
"733",7.32,17.479273174873
"734",7.33,17.313383003586
"735",7.34,17.149007419617
"736",7.35,16.9861337582907
"737",7.36,16.824749437798
"738",7.37,16.6648419591373
"739",7.38,16.506398906043
"740",7.39,16.3494079449024
"741",7.4,16.1938568246605
"742",7.41,16.0397333767126
"743",7.42,15.8870255147869
"744",7.43,15.7357212348154
"745",7.44,15.5858086147941
"746",7.45,15.4372758146334
"747",7.46,15.2901110759982
"748",7.47,15.1443027221383
"749",7.48,14.9998391577092
"750",7.49,14.8567088685839
"751",7.5,14.7149004216559
"752",7.51,14.574402464633
"753",7.52,14.4352037258237
"754",7.53,14.2972930139143
"755",7.54,14.1606592177388
"756",7.55,14.0252913060412
"757",7.56,13.8911783272303
"758",7.57,13.7583094091267
"759",7.58,13.626673758704
"760",7.59,13.4962606618226
"761",7.6,13.3670594829567
"762",7.61,13.2390596649158
"763",7.62,13.1122507285598
"764",7.63,12.9866222725078
"765",7.64,12.862163972842
"766",7.65,12.7388655828056
"767",7.66,12.6167169324957
"768",7.67,12.4957079285512
"769",7.68,12.375828553835
"770",7.69,12.2570688671132
"771",7.7,12.1394190027277
"772",7.71,12.0228691702664
"773",7.72,11.9074096542275
"774",7.73,11.7930308136812
"775",7.74,11.6797230819266
"776",7.75,11.5674769661458
"777",7.76,11.456283047053
"778",7.77,11.3461319785423
"779",7.78,11.2370144873303
"780",7.79,11.1289213725971
"781",7.8,11.0218435056233
"782",7.81,10.9157718294249
"783",7.82,10.8106973583852
"784",7.83,10.7066111778846
"785",7.84,10.6035044439273
"786",7.85,10.5013683827664
"787",7.86,10.4001942905265
"788",7.87,10.2999735328247
"789",7.88,10.2006975443889
"790",7.89,10.1023578286755
"791",7.9,10.0049459574842
"792",7.91,9.90845357057224
"793",7.92,9.81287237526648
"794",7.93,9.7181941460748
"795",7.94,9.62441072429576
"796",7.95,9.53151401762731
"797",7.96,9.43949599977453
"798",7.97,9.34834871005633
"799",7.98,9.25806425301138
"800",7.99,9.16863479800331
"801",8,9.08005257882517
"802",8.01,8.99230989330334
"803",8.02,8.90539910290104
"804",8.03,8.81931263232134
"805",8.04,8.73404296910986
"806",8.05,8.6495826632573
"807",8.06,8.56592432680169
"808",8.07,8.48306063343062
"809",8.08,8.40098431808343
"810",8.09,8.31968817655346
"811",8.1,8.23916506509041
"812",8.11,8.15940790000287
"813",8.12,8.08040965726108
"814",8.13,8.00216337210016
"815",8.14,7.92466213862343
"816",8.15,7.84789910940642
"817",8.16,7.77186749510128
"818",8.17,7.69656056404169
"819",8.18,7.62197164184846
"820",8.19,7.54809411103576
"821",8.2,7.47492141061799
"822",8.21,7.40244703571752
"823",8.22,7.33066453717322
"824",8.23,7.25956752114972
"825",8.24,7.18914964874771
"826",8.25,7.11940463561517
"827",8.26,7.05032625155953
"828",8.27,6.98190832016089
"829",8.28,6.91414471838633
"830",8.29,6.84702937620529
"831",8.3,6.78055627620619
"832",8.31,6.71471945321407
"833",8.32,6.64951299390964
"834",8.33,6.58493103644943
"835",8.34,6.52096777008737
"836",8.35,6.45761743479753
"837",8.36,6.39487432089838
"838",8.37,6.33273276867832
"839",8.38,6.27118716802264
"840",8.39,6.21023195804197
"841",8.4,6.14986162670211
"842",8.41,6.09007071045542
"843",8.42,6.03085379387373
"844",8.43,5.97220550928274
"845",8.44,5.91412053639802
"846",8.45,5.85659360196257
"847",8.46,5.79961947938601
"848",8.47,5.74319298838543
"849",8.48,5.68730899462777
"850",8.49,5.63196240937399
"851",8.5,5.57714818912486
"852",8.51,5.52286133526848
"853",8.52,5.46909689372947
"854",8.53,5.41584995461995
"855",8.54,5.36311565189222
"856",8.55,5.31088916299326
"857",8.56,5.2591657085209
"858",8.57,5.2079405518819
"859",8.58,5.15720899895173
"860",8.59,5.10696639773622
"861",8.6,5.05720813803504
"862",8.61,5.00792965110694
"863",8.62,4.95912640933688
"864",8.63,4.91079392590506
"865",8.64,4.86292775445767
"866",8.65,4.81552348877967
"867",8.66,4.76857676246931
"868",8.67,4.7220832486146
"869",8.68,4.67603865947167
"870",8.69,4.63043874614497
"871",8.7,4.58527929826942
"872",8.71,4.54055614369446
"873",8.72,4.49626514816992
"874",8.73,4.45240221503394
"875",8.74,4.40896328490271
"876",8.75,4.36594433536213
"877",8.76,4.32334138066141
"878",8.77,4.2811504714086
"879",8.78,4.23936769426802
"880",8.79,4.19798917165963
"881",8.8,4.15701106146031
"882",8.81,4.11642955670706
"883",8.82,4.07624088530217
"884",8.83,4.03644130972023
"885",8.84,3.99702712671718
"886",8.85,3.95799466704116
"887",8.86,3.91934029514539
"888",8.87,3.88106040890286
"889",8.88,3.84315143932309
"890",8.89,3.80560985027064
"891",8.9,3.76843213818564
"892",8.91,3.73161483180621
"893",8.92,3.69515449189277
"894",8.93,3.65904771095427
"895",8.94,3.62329111297633
"896",8.95,3.58788135315125
"897",8.96,3.55281511760996
"898",8.97,3.51808912315579
"899",8.98,3.48370011700021
"900",8.99,3.44964487650037
"901",9,3.41592020889858
"902",9.01,3.38252295106364
"903",9.02,3.34944996923398
"904",9.03,3.31669815876279
"905",9.04,3.28426444386486
"906",9.05,3.25214577736537
"907",9.06,3.22033914045046
"908",9.07,3.18884154241969
"909",9.08,3.15765002044028
"910",9.09,3.12676163930322
"911",9.1,3.09617349118114
"912",9.11,3.06588269538806
"913",9.12,3.03588639814089
"914",9.13,3.00618177232277
"915",9.14,2.97676601724811
"916",9.15,2.94763635842953
"917",9.16,2.91879004734651
"918",9.17,2.8902243612158
"919",9.18,2.86193660276363
"920",9.19,2.8339240999996
"921",9.2,2.8061842059924
"922",9.21,2.77871429864723
"923",9.22,2.75151178048491
"924",9.23,2.72457407842275
"925",9.24,2.69789864355714
"926",9.25,2.67148295094781
"927",9.26,2.64532449940379
"928",9.27,2.61942081127109
"929",9.28,2.59376943222201
"930",9.29,2.56836793104616
"931",9.3,2.54321389944309
"932",9.31,2.51830495181665
"933",9.32,2.49363872507087
"934",9.33,2.46921287840764
"935",9.34,2.44502509312582
"936",9.35,2.42107307242217
"937",9.36,2.39735454119369
"938",9.37,2.37386724584173
"939",9.38,2.35060895407755
"940",9.39,2.32757745472956
"941",9.4,2.30477055755207
"942",9.41,2.28218609303562
"943",9.42,2.25982191221885
"944",9.43,2.23767588650199
"945",9.44,2.21574590746171
"946",9.45,2.19402988666771
"947",9.46,2.17252575550064
"948",9.47,2.15123146497165
"949",9.48,2.13014498554337
"950",9.49,2.10926430695237
"951",9.5,2.08858743803318
"952",9.51,2.06811240654367
"953",9.52,2.04783725899199
"954",9.53,2.02776006046483
"955",9.54,2.00787889445728
"956",9.55,1.98819186270402
"957",9.56,1.96869708501191
"958",9.57,1.94939269909407
