"","X1","Y"
"1",3.91276585400623,3600.95146658508
"2",4.53778826350099,14428.7836711157
"3",4.3059764211379,4162.99827863106
"4",4.11620199909278,3670.49379405208
"5",4.24881327823162,3892.18217462025
"6",3.50503602508898,3563.51511232904
"7",4.64520011892319,45959.8892859365
"8",3.71051223926045,3578.58617125152
"9",3.50586034691556,3563.60717169399
"10",4.4940192280336,9644.20712684561
"11",4.45172030289317,7329.96075724817
"12",3.73489161005299,3580.82844252153
"13",3.99453514241565,3617.7715595908
"14",3.98935802937527,3616.10578579403
"15",4.57592853951494,21438.5415629681
"16",4.31618606977882,4266.68244181327
"17",4.08844477150165,3653.03908602364
"18",3.6636409840621,3575.02943296092
"19",4.35377569376749,4623.64885187101
"20",4.60867240788224,30634.6151619362
"21",3.93656140277006,3604.94541155508
"22",3.52918088033771,3565.13622202522
"23",3.76813745176453,3583.99987937653
"24",3.81078814652441,3588.19085225725
"25",3.65399919868087,3574.01402173417
"26",4.16458842892,3717.61776647418
"27",3.70063867414064,3577.7519600737
"28",4.56069975793266,18299.4390514009
"29",3.76498953083665,3583.41028175247
"30",3.58610838318243,3568.9746583688
"31",4.0309202316256,3627.58200998859
"32",3.76632394044784,3583.71340868307
"33",4.19614416738843,3763.55857898199
"34",3.77505925904809,3584.54311125503
"35",3.72966799941263,3580.37688102796
"36",3.73045853424374,3580.79945797437
"37",3.55084322663315,3566.52688818795
"38",3.70970717099721,3578.52922272871
"39",4.3090361275589,4198.12712877144
"40",3.82603598150304,3589.72988524968
"41",4.38451363886743,5079.1337314287
"42",4.05976162311489,3638.64313237606
"43",4.28704667909918,4057.24924546158
"44",4.20984172885275,3789.17558653118
"45",3.61009911950809,3571.07244348223
"46",3.49434477862595,3562.91928000935
"47",4.55808061964795,17662.4154048792
"48",3.57746752236603,3568.3751768031
"49",3.63705060071339,3572.83930498264
"50",3.64377237918013,3573.29431833009
"51",4.09115021588286,3654.22341917602
"52",3.61658753424425,3571.36459983448
"53",4.37551142998569,4959.89313712786
"54",3.70084486377928,3577.74028655579
"55",4.02542034190472,3625.85169937018
"56",3.75750011704169,3582.7184207464
"57",3.97523033802879,3612.99336116386
"58",3.87714098086639,3596.2589727978
"59",4.58990114181079,24341.7956903388
"60",4.38159251823967,5060.71130939481
"61",3.97086476626575,3611.83005906336
"62",3.51453579255215,3564.12416624193
"63",3.92663323044346,3603.37293661709
"64",3.61489705739399,3571.3418662757
"65",4.19810278641691,3768.77260791345
"66",4.54946726274411,16679.8037215264
"67",3.95006078866827,3608.13559411939
"68",4.03254797431827,3628.42772859127
"69",3.92741693969359,3603.71290047363
"70",4.25856095622093,3926.78545716046
"71",4.15700764798791,3707.4888088101
"72",3.48236753737626,3562.03960463375
"73",3.85944168698742,3593.79820975659
"74",4.2473296429844,3884.77539592716
"75",4.33157159548575,4388.56644026735
"76",4.43866277370633,6683.31941422454
"77",3.79716565251878,3586.78326635488
"78",4.21290191465097,3796.54536057495
"79",3.66224121821934,3574.62814227355
"80",3.8530002859068,3592.90432730868
"81",4.66482547768192,56629.7767654793
"82",4.64140114885596,43811.6659052721
"83",4.58628596855203,24381.7177622833
"84",4.5042191199549,10502.1757780211
"85",4.45208343426452,7244.28569635706
"86",4.50957462358877,11475.4553395861
"87",3.89527761149252,3598.48984309654
"88",4.01149198703607,3622.53614336676
"89",3.68260949736832,3576.39644526425
"90",4.33886866983371,4485.95717489118
"91",4.2288015636116,3831.21298349265
"92",3.88604877830976,3597.06651982947
"93",4.25678425459201,3930.19718761353
"94",4.64026267629554,44767.6786305017
"95",3.90987249034306,3600.72363990046
"96",4.4975861166901,10142.066560758
"97",4.6665700889013,58478.9275540307
"98",3.72864017740713,3580.42448820868
"99",3.46109380678204,3560.76392818627
"100",4.3440121462882,4512.78395725946
